ProductID,ProductName,Category,Subcategory,Brand,UnitCost,ListPrice,ActiveFlag
264,Electrical Product 00264,Electrical,Lighting,WorkMate,197.18,234.81,Y
265,Paint Product 00265,Paint,Supplies,NorthPeak,273.88,457.61,Y
266,Outdoor Product 00266,Outdoor,Patio,ProLine,349.43,514.27,Y
267,Hardware Product 00267,Hardware,Locks,FieldStone,332.36,486.61,Y
268,Automotive Product 00268,Automotive,Fluids,ProLine,113.89,180.45,Y
269,Home Product 00269,Home,Safety,UrbanFix,316.16,426.87,Y
270,Seasonal Product 00270,Seasonal,Holiday,CedarMax,25.79,52.52,Y
271,Tools Product 00271,Tools,Hand Tools,WorkMate,283.23,574.05,Y
272,Building Materials Product 00272,Building Materials,Lumber,UrbanFix,253.32,470.9,Y
273,Plumbing Product 00273,Plumbing,Water Heaters,MaplePro,36.0,62.07,Y
274,Electrical Product 00274,Electrical,Switches,TrueCraft,419.35,711.28,Y
275,Paint Product 00275,Paint,Exterior Paint,NorthPeak,265.98,338.62,Y
276,Outdoor Product 00276,Outdoor,Lawn & Garden,CedarMax,68.24,103.52,Y
277,Hardware Product 00277,Hardware,Adhesives,WorkMate,421.31,734.91,Y
278,Automotive Product 00278,Automotive,Towing,NorthPeak,441.18,570.17,Y
279,Home Product 00279,Home,Cleaning,CedarMax,218.8,345.45,Y
280,Seasonal Product 00280,Seasonal,Heating,WorkMate,356.59,573.99,Y
281,Tools Product 00281,Tools,Accessories,UrbanFix,230.93,504.1,Y
282,Building Materials Product 00282,Building Materials,Insulation,CedarMax,337.56,480.42,Y
283,Plumbing Product 00283,Plumbing,Pipes,CedarMax,42.89,68.73,Y
284,Electrical Product 00284,Electrical,Lighting,CedarMax,286.23,629.26,Y
285,Paint Product 00285,Paint,Supplies,HomeEdge,261.85,457.39,Y
286,Outdoor Product 00286,Outdoor,Patio,UrbanFix,121.96,264.62,Y
287,Hardware Product 00287,Hardware,Locks,IronWorks,320.22,388.31,Y
288,Automotive Product 00288,Automotive,Fluids,EverBuild,163.58,292.22,Y
289,Home Product 00289,Home,Safety,NorthPeak,336.3,682.86,Y
290,Seasonal Product 00290,Seasonal,Holiday,HomeEdge,397.11,858.22,Y
291,Tools Product 00291,Tools,Hand Tools,WorkMate,205.21,293.78,Y
292,Building Materials Product 00292,Building Materials,Lumber,HomeEdge,20.83,35.29,Y
293,Plumbing Product 00293,Plumbing,Water Heaters,IronWorks,55.37,102.37,Y
294,Electrical Product 00294,Electrical,Switches,WorkMate,333.68,421.67,Y
295,Paint Product 00295,Paint,Exterior Paint,PrimeGear,390.43,502.45,Y
296,Outdoor Product 00296,Outdoor,Lawn & Garden,UrbanFix,231.09,426.62,Y
297,Hardware Product 00297,Hardware,Adhesives,CedarMax,229.74,478.0,Y
298,Automotive Product 00298,Automotive,Towing,WorkMate,125.88,152.66,Y
299,Home Product 00299,Home,Cleaning,PrimeGear,217.02,459.89,Y
300,Seasonal Product 00300,Seasonal,Heating,CedarMax,131.86,283.98,Y
301,Tools Product 00301,Tools,Accessories,TrueCraft,129.78,231.87,Y
302,Building Materials Product 00302,Building Materials,Insulation,FieldStone,208.68,437.66,Y
303,Plumbing Product 00303,Plumbing,Pipes,PrimeGear,338.46,429.08,Y
304,Electrical Product 00304,Electrical,Lighting,UrbanFix,101.75,145.62,Y
305,Paint Product 00305,Paint,Supplies,FieldStone,286.74,585.19,Y
306,Outdoor Product 00306,Outdoor,Patio,TrueCraft,212.45,341.66,Y
307,Hardware Product 00307,Hardware,Locks,PrimeGear,189.88,355.81,Y
308,Automotive Product 00308,Automotive,Fluids,WorkMate,44.65,90.47,Y
309,Home Product 00309,Home,Safety,CedarMax,314.34,577.26,Y
310,Seasonal Product 00310,Seasonal,Holiday,NorthPeak,88.6,172.26,Y
311,Tools Product 00311,Tools,Hand Tools,EverBuild,381.66,503.8,Y
312,Building Materials Product 00312,Building Materials,Lumber,WorkMate,65.92,88.07,Y
313,Plumbing Product 00313,Plumbing,Water Heaters,ProLine,312.27,526.9,Y
314,Electrical Product 00314,Electrical,Switches,CedarMax,335.06,622.17,Y
315,Paint Product 00315,Paint,Exterior Paint,TrueCraft,128.41,158.42,Y
316,Outdoor Product 00316,Outdoor,Lawn & Garden,NorthPeak,416.53,727.03,Y
317,Hardware Product 00317,Hardware,Adhesives,NorthPeak,224.65,295.29,Y
318,Automotive Product 00318,Automotive,Towing,EverBuild,202.39,303.87,Y
319,Home Product 00319,Home,Cleaning,CedarMax,79.07,110.21,Y
320,Seasonal Product 00320,Seasonal,Heating,CedarMax,237.71,307.15,Y
321,Tools Product 00321,Tools,Accessories,IronWorks,257.73,342.11,Y
322,Building Materials Product 00322,Building Materials,Insulation,MaplePro,384.87,789.57,Y
323,Plumbing Product 00323,Plumbing,Pipes,EverBuild,313.47,475.18,Y
324,Electrical Product 00324,Electrical,Lighting,TrueCraft,35.59,56.78,Y
325,Paint Product 00325,Paint,Supplies,IronWorks,115.51,163.5,Y
326,Outdoor Product 00326,Outdoor,Patio,WorkMate,32.66,57.7,Y
327,Hardware Product 00327,Hardware,Locks,PrimeGear,79.83,98.81,Y
328,Automotive Product 00328,Automotive,Fluids,PrimeGear,93.56,178.05,Y
329,Home Product 00329,Home,Safety,WorkMate,344.73,689.21,Y
330,Seasonal Product 00330,Seasonal,Holiday,PrimeGear,263.66,473.32,Y
331,Tools Product 00331,Tools,Hand Tools,IronWorks,417.59,912.04,Y
332,Building Materials Product 00332,Building Materials,Lumber,CedarMax,388.46,758.05,Y
333,Plumbing Product 00333,Plumbing,Water Heaters,CedarMax,106.0,220.66,Y
334,Electrical Product 00334,Electrical,Switches,CedarMax,348.48,669.65,Y
335,Paint Product 00335,Paint,Exterior Paint,EverBuild,31.21,60.36,Y
336,Outdoor Product 00336,Outdoor,Lawn & Garden,MaplePro,284.38,384.88,Y
337,Hardware Product 00337,Hardware,Adhesives,UrbanFix,148.45,295.74,Y
338,Automotive Product 00338,Automotive,Towing,HomeEdge,445.63,530.74,Y
339,Home Product 00339,Home,Cleaning,PrimeGear,216.72,467.2,Y
340,Seasonal Product 00340,Seasonal,Heating,FieldStone,65.73,126.56,Y
341,Tools Product 00341,Tools,Accessories,TrueCraft,104.87,166.94,Y
342,Building Materials Product 00342,Building Materials,Insulation,IronWorks,377.56,600.13,Y
343,Plumbing Product 00343,Plumbing,Pipes,FieldStone,354.52,756.78,Y
344,Electrical Product 00344,Electrical,Lighting,EverBuild,290.55,452.63,Y
345,Paint Product 00345,Paint,Supplies,NorthPeak,217.95,300.88,Y
346,Outdoor Product 00346,Outdoor,Patio,UrbanFix,365.5,541.27,Y
347,Hardware Product 00347,Hardware,Locks,CedarMax,53.27,82.95,Y
348,Automotive Product 00348,Automotive,Fluids,ProLine,21.57,34.46,Y
349,Home Product 00349,Home,Safety,UrbanFix,330.56,643.42,Y
350,Seasonal Product 00350,Seasonal,Holiday,EverBuild,108.63,131.64,Y
